"COUN_NAME","MPO","TAZ","L_D_RE_Ar","M_D_RE_SF_Ar","M_D_RE_MF_Ar","H_D_RE_Ar","MU_Ar","COM_Ar","INS_Ar","OF_Ar","IND_Ar","Other_Ar","AG_Ar","FO_Ar","PA_Ar","LDHH","MDSFHH","MDMFHH","HDHH","MUHH","TSFHH","TMFHH","COM_EMP","INS_EMP","OF_EMP","IND_EMP","Other_EMP","AG_EMP","MU_EMP","JUR","HH","TOT_EMP","res_total_Ar","Parcel_ACR_Ar","TAZ_ACRES_Ar","T_EMP_AR_Ar","TOT_POP"
"Richmond","Richmond",156,12.4695101134914,0,6.53034616936005,11.7309628974859,8.79357991975003,4.05171657302155,0.956553080739663,15.8290953873228,41.167255030166,0,0,36.33173461,2.771080532,430,0,225,405,280,430,630,374,88,1460,3798,0,0,811,"Richmond",1340,6531,38.832257783,126.3295,161.4709,70.798199991,2540
"Richmond","Richmond",157,10.8847360898169,0,5.01289282911946,4.15790577125134,1.55074263019384,7.21378134823682,1.93479793969081,2.75957245570409,0.315205626174448,0,0,1.769088027,1.788394167,214,0,98,82,31,214,180,176,47,68,8,0,0,38,"Richmond",425,337,21.657973106,35.3385,51.4158,13.7741,972
"Richmond","Richmond",158,1.03834436971913,0,0,34.126979353967,8.11042088025439,3.79167012744191,0,2.74406513986209,48.7231438504416,0,0,71.61865259,0.016367305,100,0,0,3275,1210,100,3275,87,0,63,1120,0,0,186,"Richmond",4585,1457,47.776106815,145.9428,160.5507,63.369299998,9240
"Richmond","Richmond",159,0,0,0,32.7415398365804,6.64601800583685,7.51673802460901,0.735518838128581,0.427272353974939,79.8542527754506,0,0,22.6973208,0,0,0,0,2675,902,0,2675,69,7,4,734,0,0,61,"Richmond",3577,875,43.784667705,134.9639,161.2574,95.179799998,7031
"Richmond","Richmond",160,0,0,0,0,0,13.0520809,0,2.84421375,250.2287054,0,0,0,0,0,0,0,0,0,0,0,28,0,6,538,0,0,0,"Richmond",1,572,1,266.105,316.0621,266.12500005,2
"Richmond","Richmond",161,0.007,0,0,0.0026,0,0.0811691549522144,0,0,422.460030858048,0,0,128.6246832,0.114273442,1,0,0,0,0,1,0,0,0,0,81,0,0,0,"Richmond",1,81,0.0096,550.9298,601.9625,422.541200013,2
"Richmond","Richmond",162,0.7426,0,0,0,0,146.8530739,0,1.631260706,486.2616654,0,0,248.2138995,0,0,0,0,0,0,0,0,198,0,2,657,0,0,0,"Richmond",0,857,0.7426,880.3325,968.0169,634.746000006,0
"Richmond","Richmond",163,125.817841800534,0,0,53.4682506007289,0.206521859508098,61.2266115945629,64.2668759293245,0.904757622771576,2.0973329948329,0,0,7.973532918,1.863983192,747,0,0,317,1,747,317,503,528,7,17,0,0,2,"Richmond",1065,1057,179.49447002,312.4405,359.3081,128.702100001,2339
"Richmond","Richmond",164,221.411254374096,0,0,5.2728242700353,5.5673496274901,74.7562976023978,2.21486789834688,7.67533044879996,14.9874544239653,0,0,20.84847519,16.05736629,414,0,0,10,10,414,10,784,23,80,157,0,0,58,"Richmond",434,1103,232.261163019,359.3629,400.6608,105.201300001,905
"Richmond","Richmond",165,252.481176641062,0,1.19410981145202,94.631513560486,0,61.7144968827044,16.9420535512412,0,12.2066495660543,0,0,1.069253995,85.5236835,988,0,5,370,0,988,375,128,35,0,25,0,0,0,"Richmond",1363,189,348.306800013,507.0329,555.2606,90.8632,3135
"Richmond","Richmond",166,200.9508122,0,0,59.34938782,0,6.3414,1.9942,0,6.1314,0,0,0.638940416,5.109622135,1114,0,0,329,0,1114,329,84,26,0,81,0,0,0,"Richmond",1443,191,260.30020002,278.3558,333.3536,14.467,3315
"Richmond","Richmond",167,3.43961531519794,0,0,44.9742635023706,0.504348267317944,20.1521125605494,40.5163792640729,29.2396631158396,9.52029679522027,0,0,22.69236594,0,53,0,0,698,8,53,698,894,1797,1297,422,0,0,22,"Richmond",760,4432,48.95254944,144.9962,164.8771,99.932800003,1930
"Richmond","Richmond",168,108.834021912114,0,0,186.32327149322,0.233869522921178,32.0037107536356,24.2899143192386,6.33427397012487,2.08513143107979,0,0,3.029742011,11.55001925,903,0,0,1547,2,903,1547,391,297,77,25,0,0,3,"Richmond",2452,793,295.392038581,355.1687,390.3936,64.946899997,5626
"Richmond","Richmond",169,99.9522197015257,0,0.477005459578068,1.45721879950146,0.355262607240054,13.1080640213621,1.35255743677511,2.22402582692987,1.01859010969288,0,0,1.462516544,6.244758968,329,0,2,5,1,329,7,149,15,25,12,0,0,4,"Richmond",337,205,102.241498379,126.0563,152.089,18.058500002,776
"Richmond","Richmond",170,117.1366565,0,0.894291682,39.24081533,8.480772192,9.435531259,12.87695736,16.96583785,12.81030134,0,0,0.505847571,2.755687653,553,0,4,185,40,553,189,257,351,462,349,0,0,231,"Richmond",782,1651,165.752535704,206.3069,238.2746,60.569400001,1800
"Richmond","Richmond",171,157.930698,0,4.318825733,12.96230517,1.9019,31.7268,2.5741,1.2668,25.7943,0,0,1.093080001,0,518,0,14,43,6,518,57,73,6,3,59,0,0,4,"Richmond",581,145,177.113728903,238.7279,284.9432,63.2639,1339
"Richmond","Richmond",172,45.8837,0,0,0,0,3.78614458755996,14.8650473718065,1.5659594229628,7.43004861867074,0,0,1.324222679,0.371439949,347,0,0,0,0,347,0,15,59,6,30,0,0,0,"Richmond",347,110,45.8837,73.9765,94.0087,27.647200001,796
"Richmond","Richmond",173,46.58615612,0,1.316811349,0.514732527,0,3.3623,3.9818,0.2338,0,0,0,0,0,243,0,7,3,0,243,10,51,60,4,0,0,0,0,"Richmond",253,114,48.417699996,55.7855,79.5137,7.5779,583
"Richmond","Richmond",174,125.925059089487,0,3.8398498662153,69.3083520724668,0.844846065356907,1.2085411212941,30.858464279359,0,6.97214853098997,0,0,0.008968275,20.0733948,1403,0,43,772,10,1403,815,8,204,0,46,0,0,6,"Richmond",2228,264,199.933470082,243.8036,282.9817,39.883999997,5091
"Richmond","Richmond",175,69.52235583,0,3.578433393,4.740663059,0.6056,1.2015,0.3949,0,0,0,0,0.375076122,0.962871039,487,0,25,33,4,487,58,16,5,0,0,0,0,8,"Richmond",550,30,78.447052282,81.0044,113.7406,2.202,1266
"Richmond","Richmond",176,62.7972719073235,0,8.17290592952024,5.85355818123921,2.47941586569246,7.51334794320549,2.43694601645261,1.02138479889906,24.0557053717504,0,0,2.010046419,17.14861122,504,0,66,47,20,504,113,23,7,3,74,0,0,8,"Richmond",637,115,79.315054993,132.3802,180.9727,37.506799996,1466
"Richmond","Richmond",177,35.2485716335552,0,0.993570551950413,10.4689646643582,2.70266404,6.433860066,1.678258258,0,8.080517635,0,0,0.74620826,0,250,0,7,74,19,250,81,44,11,0,55,0,0,18,"Richmond",351,129,49.421448687,65.5618,83.4695,18.895299999,936
"Richmond","Richmond",178,342.236026940779,0,0,5.81284530278027,3.99950260251881,26.69696318107,10.3348465123649,0.434828911403937,5.14795878864236,0,0,15.29366815,15.1818785,675,0,0,11,8,675,11,128,49,2,25,0,0,19,"Richmond",694,223,352.049270715,415.8385,481.1674,46.614099996,1592
"Richmond","Richmond",179,16.91170864,0,0,57.95689136,0,16.4544,0,0,0,0,0,0.418957776,0,151,0,0,517,0,151,517,96,0,0,0,0,0,0,"Richmond",668,96,74.8686,90.772,102.6014,16.4544,1537
"Richmond","Richmond",180,7.75507289584002,0,0,0,4.92075021626938,12.2743417348703,1.08930624114943,0,44.3596018047109,0,0,15.87782717,0.757370315,49,0,0,0,33,49,0,289,26,0,1045,0,0,116,"Richmond",82,1476,12.936225971,77.8125,91.4159,62.643999997,227
"Richmond","Richmond",181,57.2331664804856,0,0.261247439593756,10.916991955984,18.2445029168783,17.4567840366496,29.0102798387127,2.1189616608817,75.0286715398778,0,0,34.96286461,3.505185316,188,0,1,36,60,188,37,128,212,15,548,0,0,133,"Richmond",284,1037,86.543566782,237.4122,271.7745,141.859199993,648
"Richmond","Richmond",182,271.795240431552,0,0,21.4075595884484,0,2.2007,4.9462,0,6.3189,0,0,2.290789211,0.340756363,932,0,0,73,0,932,73,8,18,0,23,0,0,0,"Richmond",1005,49,293.20280002,306.9901,373.1975,13.4658,2315
"Richmond","Richmond",183,340.024226209656,0,0,27.6998592349817,20.0561710920397,39.4843911038077,49.4759891165219,0.48991755331845,3.85083113231221,0,0,12.73844552,0.110856029,1074,0,0,87,64,1074,87,123,154,2,12,0,0,62,"Richmond",1225,353,387.87811137,479.9059,544.7208,113.357299998,2827
"Richmond","Richmond",184,16.7735917989173,0,0,0,6.37970932876071,93.0506484968608,5.00931849752055,7.56662733863549,36.6224963342224,0,0,1.137251293,2.265333756,62,0,0,0,24,62,0,833,45,68,328,0,0,57,"Richmond",86,1331,23.205534721,168.3258,196.6809,148.628799996,197
"Richmond","Richmond",185,90.2432345281781,0,0.361111296559378,9.71815417726249,0,3.3696,2.5189,0,5.3931,0,0,0.637054871,0,792,0,3,85,0,792,88,15,11,0,24,0,0,0,"Richmond",880,50,100.322500002,110.8211,149.6226,11.2816,2019
"Richmond","Richmond",186,39.7573491563934,0,0.969351099037537,1.4588647471245,1.189351915,5.34335545,7.262140215,0,0.72045242,0,0,0.820127022,0.341808571,292,0,7,11,9,292,18,30,41,0,4,0,0,7,"Richmond",319,82,43.380702413,56.9646,80.6987,14.5153,740
"Richmond","Richmond",187,172.115275864647,0,1.5930032648401,17.4976208545131,0,3.76164497552548,0,0,4.94085502447452,0,0,6.42391847,54.29535108,635,0,6,65,0,635,71,30,0,0,40,0,0,0,"Richmond",705,70,191.205899984,245.4477,276.1318,8.7025,1608
"Richmond","Richmond",188,95.13727008,0,0,27.80962992,0,0,4.4507,0,0,0,0,0,0,371,0,0,109,0,371,109,0,9,0,0,0,0,0,"Richmond",480,9,122.9469,126.6176,140.4123,4.4507,1104
"Richmond","Richmond",189,234.6334347,3.222874696,0.815992712,29.8964623,0.471290475,5.975210926,65.3731986,0,0,0,0,5.316367911,0,631,9,2,80,1,640,82,12,133,0,0,0,0,1,"Richmond",723,146,269.040054883,334.8637,364.6933,71.819700001,1664
"Richmond","Richmond",190,282.077687929937,0,1.42803055396259,28.8413242219475,0.948003358786404,16.8104990784672,8.65871085523592,0,5.00698670751046,0,0,6.010495196,24.30851454,1073,0,5,110,4,1073,115,68,35,0,20,0,0,4,"Richmond",1192,127,313.300621323,357.9216,410.0023,31.4242,2870
"Richmond","Richmond",191,140.019660736877,0,1.82117603393888,101.307363257185,0,6.20180644923855,19.1720861392818,0.925983132541763,9.3917242829379,0,0,22.04716871,0.091957317,1337,0,17,967,0,1337,984,28,87,4,43,0,0,0,"Richmond",2321,162,243.148200028,276.8889,324.7291,35.691600004,5353
"Richmond","Richmond",192,85.78699128,0,1.687897267,0,1.115770286,4.387242382,6.626686994,1.840740829,5.59465951,0,0,0.139534825,0,419,0,8,0,5,419,8,44,67,19,56,0,0,11,"Richmond",433,197,88.590658833,106.6463,140.6639,19.565100001,1000
"Richmond","Richmond",193,35.10650088,0,0.761643245,13.32724158,0.623170206,11.34591958,0.815653666,0,10.27805655,0,0,0.517728476,0,347,0,8,132,6,347,140,56,4,0,51,0,0,3,"Richmond",493,114,49.818555911,72.2721,97.1248,23.062800002,1133
"Richmond","Richmond",194,42.8230050404005,0,0.77629602938057,0.616229719969831,1.54114761170767,50.2052725225128,2.42949601945682,1.690759962768,49.3531238875547,0,0,2.864498119,4.600187098,284,0,5,4,10,284,9,193,9,6,189,0,0,6,"Richmond",304,404,45.770312845,155.6249,197.731,105.219800004,733
"Richmond","Richmond",195,26.7350508010339,0,0.600239448051878,2.74950721590787,2.27940825494442,3.19987043036336,12.8660382116208,0.487642653794907,0.522640446276487,0,0,2.042974668,0,300,0,7,31,26,300,38,54,217,8,9,0,0,39,"Richmond",364,327,32.391513509,50.3443,69.3452,19.355599997,833
"Richmond","Richmond",196,12.1305876206476,0,0.082083597573034,15.7290062514998,3.28450033381489,0.634488676942929,3.13829555661529,0.0824154326268988,0,0,0,0.429971021,0,240,0,2,311,67,240,313,8,38,1,0,0,0,40,"Richmond",619,86,31.343123082,34.1113,50.105,7.1397,1410
"Richmond","Richmond",197,332.841055262396,0.665444780604144,0,0,0,0.396722578938813,17.0066774230612,0,0,0,0,3.787508211,6.032290591,443,1,0,0,0,444,0,1,39,0,0,0,0,0,"Richmond",444,40,333.506500043,352.9097,405.1084,17.403400002,1068
"Richmond","Richmond",198,351.2223246,0,0,17.93615506,0.502,13.057,2.8881,0.7558,1.5251,0,0,6.92814011,0.364863805,553,0,0,28,1,553,28,73,16,4,9,0,0,3,"Richmond",582,105,369.66047966,383.5558,442.0103,18.728,1347
"Richmond","Richmond",199,207.391573053479,0,2.2879350690699,0,0.704552040882347,8.60023729426351,27.9407054587516,0.830588348811421,0.745016860291113,0,0,1.741079011,0.798287557,697,0,8,0,2,697,8,65,210,6,6,0,0,5,"Richmond",707,292,210.385691247,249.0556,305.4317,38.821100003,1628
"Richmond","Richmond",200,176.5021854,0,0,12.62271455,0,4.448409851,6.799306261,0,25.68518389,0,0,2.396615499,0.28254768,507,0,0,36,0,507,36,53,82,0,308,0,0,0,"Richmond",543,443,189.12489995,218.6069,263.7881,36.932900002,1251
"Richmond","Richmond",201,386.5329247,0,4.626203154,25.11517214,0,1.082573625,7.028357889,0,20.23266849,0,0,0.445274649,0.250656128,1032,0,12,67,0,1032,79,2,12,0,34,0,0,0,"Richmond",1111,47,416.274299994,433.9239,508.4109,28.343600004,2569
"Richmond","Richmond",202,18.03334929,0,0,29.47625071,0,0.328268177,124.946612,5.591364538,5.768555315,0,0,0,0,131,0,0,215,0,131,215,8,2932,131,135,0,0,0,"Richmond",346,3206,47.5096,178.1044,193.53,136.63480003,1029
"Richmond","Richmond",203,103.755131,0,0.949819415,2.834239072,0.220017693,3.620036446,1.911822681,2.337250253,66.68777293,0,0,0,1.370537606,380,0,3,10,1,380,13,24,13,16,449,0,0,1,"Richmond",395,504,107.75920718,181.3913,215.34,74.776900003,911
"Richmond","Richmond",204,0.176356221,0,0,7.051743779,0,65.31784125,0.093141892,1.489464722,205.8973521,0,0,0.092516403,84.38591648,10,0,0,417,0,10,417,223,0,5,702,0,0,0,"Richmond",427,930,7.2281,359.7244,387.2331,272.797799964,810
"Richmond","Richmond",205,115.154729,0,4.852870341,2.431381311,0.831987753,5.606599549,7.427474479,0.602850471,1.251187748,0,0,0.594613894,2.300321187,791,0,33,17,6,791,50,61,80,7,14,0,0,9,"Richmond",847,170,123.270968405,139.8818,201.0682,15.7201,1967
"Richmond","Richmond",206,4.988949709,0,0,11.21345029,0,8.786789977,0,0,119.00711,0,0,0,12.63617621,61,0,0,137,0,61,137,33,0,0,450,0,0,0,"Richmond",198,483,16.202399999,156.1825,178.0322,127.793899977,595
"Richmond","Richmond",207,0.1294,0,0,0.5178,0.492163921,7.020038103,0.78676204,1.029642934,20.695893,0,0,0,0,7,0,0,27,26,7,27,56,6,8,165,0,0,4,"Richmond",60,240,1.139363921,30.6617,42.808,30.024499998,120
"Richmond","Richmond",208,181.780781867166,0,3.41102404776915,11.4380567571258,0.616844222774206,6.01134066564769,6.44877064547914,0,3.33564446609896,0,0,10.35143622,5.438891188,1098,0,21,69,4,1098,90,60,64,0,33,0,0,6,"Richmond",1191,163,197.24890453,226.5493,309.3748,16.4126,2755
"Richmond","Richmond",209,34.89299905,0,0.559951611,32.47164934,0,16.93346621,11.44775601,0,105.3524778,0,0,0,0,372,0,6,347,0,372,353,87,59,0,540,0,0,0,"Richmond",725,686,67.924600001,201.1083,236.8394,133.73370002,1668
"Richmond","Richmond",210,83.62795816,0,0.639702972,18.15410927,3.355281326,2.115553284,0,0.373350861,304.9167145,0,0,0.638148493,1.524396943,410,0,3,89,16,410,92,10,0,2,1479,0,0,16,"Richmond",519,1507,105.777051728,404.4228,442.2917,310.760899971,1200
"Richmond","Richmond",211,6.6929578505643,0,0.592143343680203,7.1535988057555,0,2.99587765310578,0,0,65.2743223468942,0,0,0.506651982,0,71,0,6,76,0,71,82,18,0,0,394,0,0,0,"Richmond",153,412,14.4387,81.9656,92.1958,68.2702,345
"Richmond","Richmond",212,53.8428621879595,0,0,62.7744378120405,0,7.34702254726484,1.04035763727323,0,23.9427198154619,0,0,3.905464855,0,332,0,0,387,0,332,387,18,3,0,60,0,0,0,"Richmond",719,81,116.6173,147.6229,175.0056,32.3301,1636
"Richmond","Richmond",213,145.9399887,0,2.077811313,0,0,21.23458375,0,0,182.9991163,0,0,0,7.176557947,275,0,4,0,0,275,4,124,0,0,1065,0,0,0,"Richmond",279,1189,148.017800013,352.8481,395.5236,204.23370005,644
"Richmond","Richmond",214,32.260064281196,0,0.236071993103387,0,0.223661118770006,20.0595561667232,7.84731589477713,0,26.1266668227296,0,0,2.112762699,0,190,0,1,0,1,190,1,93,36,0,121,0,0,1,"Richmond",193,252,32.724887648,86.5392,107.9796,54.257200003,440
"Richmond","Richmond",215,88.0025942739079,0,0.799117584763954,6.90870133775524,0.561020338841143,7.57438239857677,1.73654941291027,0.382219165451519,4.5088286832203,0,0,1.59958912,0.410751539,504,0,5,40,3,504,45,42,10,2,25,0,0,3,"Richmond",551,82,96.27569197,110.3154,137.8315,14.762999999,1262
"Richmond","Richmond",216,57.1715,0,0,0,0,1.141139312,3.734228642,0.30161039,285.1029217,0,0,0,10.10296467,275,0,0,0,0,275,0,10,34,3,2579,0,0,0,"Richmond",275,2626,57.1715,356.6344,421.1363,290.279900044,633
"Richmond","Richmond",217,59.6236890223517,0,0,6.82914092148505,0.294735987517473,14.1299308543256,0,0.26426686353167,75.3899662916252,0,0,1.998568189,0,414,0,0,47,2,414,47,79,0,1,420,0,0,2,"Richmond",464,502,66.750803833,156.1985,195.6584,90.078899997,1065
"Richmond","Richmond",218,50.7332569223778,0,0.184295430375408,3.29751828733063,0.60594034535783,31.8016556543533,0,0.345021551903123,32.7238824413857,0,0,2.161410235,0,322,0,1,21,4,322,22,99,0,1,102,0,0,2,"Richmond",348,204,54.837744615,118.2148,140.9638,65.476499993,796
"Richmond","Richmond",219,0,0,0,0,0,15.970895901619,0,48.9744749983825,327.844229129998,0,0,0.019085732,0,0,0,0,0,0,0,0,22,0,67,447,0,0,0,"Richmond",0,536,1,391.1487,438.174,392.78960003,0
"Henrico","Richmond",247,316.81453684464,3.26016319036017,0,0,0,0,16.0476329979293,0,12.5080670020707,0,0,106.319726,9.707577844,558,6,0,0,0,564,0,0,805,0,628,0,0,0,"Henrico",564,1433,320.074700035,440.9676,542.543,28.5557,1407
"Henrico","Richmond",276,24.4663,0,0,0,0,47.2124256673337,0,23.9117131186451,33.7112612140211,0,0,3.87170157,9.428717012,147,0,0,0,0,147,0,823,0,417,588,0,0,0,"Henrico",147,1828,24.4663,140.8022,189.3347,104.8354,364
"Henrico","Richmond",277,196.7687271,0,0,43.64037289,0,101.957888616674,29.1613800347962,0.965431306530222,0,0,0,0.690160622,21.8578713,1116,0,0,248,0,1116,248,1354,387,13,0,0,0,0,"Henrico",1364,1754,240.40909999,394.3718,466.8095,132.084699958,3382
"Henrico","Richmond",278,184.771879606641,0,0,29.4367203633588,0,40.2854671626888,12.7774989732669,2.00593386604422,0,0,0,2.416422486,19.83717596,575,0,0,92,0,575,92,722,229,36,0,0,0,0,"Henrico",667,987,214.20859997,290.1511,338.9685,55.068900002,1679
"Henrico","Richmond",279,142.919626354012,0.00194713619221829,0,0.00522652479598891,0,0,3.5199,0,0,0,0,15.01850407,6.552161849,504,0,0,0,0,504,0,0,59,0,0,0,0,0,"Henrico",504,59,142.926800015,164.1974,191.1224,3.5199,1249
"Henrico","Richmond",280,108.004034620695,31.8267812116484,0,106.974784157657,0,15.9426817241746,18.9224707174885,15.026947558337,0,0,0,20.69205177,63.71985599,993,293,0,984,0,1286,984,243,289,229,0,0,0,0,"Henrico",2270,761,246.80559999,378.6595,421.8276,49.8921,5635
"Henrico","Richmond",281,25.1541024985384,0,0,72.8181975014616,0,30.3480135797261,97.0095452562984,29.3744411539755,0,0,0,14.81331071,0,321,0,0,929,0,321,929,455,1456,441,0,0,0,0,"Henrico",1250,2352,97.9723,267.9376,292.963,156.73199999,3099
"Henrico","Richmond",282,9.826190022,1.088409978,0,0,0,78.10195715,0,10.18604625,46.0457966,0,0,0.33308747,31.33393255,212,24,0,0,0,236,0,609,0,79,359,0,0,0,"Henrico",236,1048,10.9146,175.6954,193.3671,134.3338,585
"Henrico","Richmond",283,51.1638,0,0,0,0,30.5081174743828,11.5913722721735,24.4088336177469,52.6558766456968,0,0,18.34638043,0.076513174,293,0,0,0,0,293,0,523,199,418,902,0,0,0,"Henrico",293,2042,51.1638,184.3909,205.2618,119.16420001,875
"Henrico","Richmond",284,106.716,0,0,0,0,4.59009557378005,37.0554482310357,57.3220087898034,9.87784740238087,0,0,13.40366262,0.334608806,219,0,0,0,0,219,0,81,651,1007,174,0,0,0,"Henrico",219,1913,106.716,224.5395,254.0947,108.845399997,541
"Henrico","Richmond",289,186.776633150164,1.73689983932827,0,15.316567030508,0,11.117708634784,129.145939709832,13.5870159905173,2.78883566386663,0,0,13.76092348,198.9459766,1103,10,0,90,0,1113,90,99,1147,121,25,0,0,0,"Henrico",1204,1391,203.83010002,557.9065,656.4434,156.639499999,3140
"Henrico","Richmond",290,107.102477400398,9.33422257360234,0,0,0,1.94232670318911,0,2.42482508253882,51.3752482182721,0,0,5.473749607,14.86198562,452,39,0,0,0,491,0,3,0,4,75,0,0,0,"Henrico",491,81,116.436699974,191.6247,254.163,55.742400004,1215
"Henrico","Richmond",291,8.37839091113869,0,0,95.2261090848613,0,42.8001319771946,0,2.21556801780541,0,0,0,2.405350282,0,131,0,0,1486,0,131,1486,752,0,39,0,0,0,0,"Henrico",1617,791,103.604499996,149.6655,162.507,45.015699995,4011
"Henrico","Richmond",292,32.6110311541304,6.45643677005934,0,145.50993209981,0,0,0.0400233891418523,6.98397661085815,0,0,0,2.464498038,23.45813533,369,73,0,1648,0,442,1648,0,1,199,0,0,0,0,"Henrico",2091,200,184.577400024,204.3239,243.4495,7.024,5182
"Henrico","Richmond",293,26.8108788775468,0,0,44.4430211224532,0,57.4323516890695,51.3404144903893,22.2733140291476,8.28801979239352,0,0,6.135683919,7.536086725,270,0,0,448,0,270,448,1017,909,395,147,0,0,0,"Henrico",718,2468,71.2539,220.8598,245.2471,139.334100001,1781
"Henrico","Richmond",295,72.1832086873324,0,0,16.3457913126676,0,35.723935810664,0,10.709664189336,0,0,0,4.713093591,0,343,0,0,78,0,343,78,680,0,204,0,0,0,0,"Henrico",421,884,88.529,138.6557,169.7826,46.4336,1052
"Henrico","Richmond",297,117.881220514033,0,0,16.6901795259669,0,21.9989356589125,59.4834811472662,58.1006506597201,5.32493253010121,0,0,11.67931667,32.58704417,705,0,0,100,0,705,100,693,1873,1829,168,0,0,0,"Henrico",805,4562,134.57140004,313.8358,365.0933,144.907999996,2624
"Henrico","Richmond",298,265.8976,0,0,0,0,19.5564614211537,31.5788719451051,29.522609307917,46.4056573358243,0,0,32.26126224,5.59325145,647,0,0,0,0,647,0,240,387,362,569,0,0,0,"Henrico",647,1559,265.8976,423.6756,500.8298,127.06360001,1605
"Henrico","Richmond",299,95.779,0,0,0,0,0,35.3583,0,0,0,0,5.99638294,0,365,0,0,0,0,365,0,0,175,0,0,0,0,0,"Henrico",365,175,95.779,133.7737,154.937,35.3583,902
"Henrico","Richmond",300,193.081027562043,0.866847435897723,0.364232582222019,0.568592467837537,0,0.274277291626656,18.1483410476568,10.6765816607165,0,0,0,66.74987862,142.0378487,350,2,1,1,0,352,2,5,337,198,0,0,0,0,"Henrico",353,540,194.880700048,431.0378,487.9535,29.0992,876
"Henrico","Richmond",301,46.12229136,6.935424695,0,117.7732839,0,34.8506882960506,121.563703509475,138.651765865023,46.2488423294516,0,0,17.13822811,127.7942784,266,40,0,680,0,306,680,520,1814,2069,690,0,0,0,"Henrico",987,5094,170.830999955,637.0586,685.4931,341.315,2455
"Henrico","Richmond",305,102.4678281,11.34405947,7.818779589,6.427632813,0,12.72211481,29.25347159,12.9614136,0,0,0,0.591659842,30.91640533,687,76,52,43,0,763,95,194,445,197,0,0,0,0,"Henrico",858,836,128.058299972,213.9433,258.9632,54.937,2484
"Henrico","Richmond",306,328.6008093,10.36145915,0,11.10383155,0,0,42.5124,0,0,0,0,1.206910979,42.28092262,990,31,0,33,0,1021,33,0,368,0,0,0,0,0,"Henrico",1055,368,350.0661,434.8364,510.4925,42.5124,2633
"Henrico","Richmond",307,176.188350238504,21.593749751496,0,0,0,0,82.5253,0,0,0,0,2.819396806,49.06891751,670,82,0,0,0,752,0,0,381,0,0,0,0,0,"Henrico",752,381,197.78209999,329.9957,383.7966,82.5253,1864
"Henrico","Richmond",308,139.551477726081,23.1727035494956,0,18.2203187044235,0,10.0889896579042,6.39801578265634,4.90679455943943,0,0,0,0.315695848,180.6414725,872,145,0,114,0,1017,114,135,86,66,0,0,0,0,"Henrico",1130,287,180.94449998,368.8154,405.1375,21.3938,2799
"Henrico","Richmond",309,123.2127093,0,0,47.88849072,0,0,51.122,0,0,0,0,0,11.23730184,740,0,0,288,0,740,288,0,489,0,0,0,0,0,"Henrico",1028,489,171.10120002,233.2404,268.46,51.122,2550
"Henrico","Richmond",310,150.945572790408,2.21962718459155,0,0,0,0.77314187813897,13.2970905531642,0.532267565696802,0,0,0,11.25823783,0.037158806,387,6,0,0,0,393,0,4,70,3,0,0,0,0,"Henrico",393,77,153.165199975,178.5732,216.4124,14.602499997,975
"Henrico","Richmond",311,103.848809918255,0,0,70.2705900817452,0,68.456559166031,38.1330238732501,21.8223169707189,0,0,0,10.37839767,11.2000712,791,0,0,536,0,791,536,1459,813,465,0,0,0,0,"Henrico",1327,2737,174.1194,320.2799,362.0135,128.41190001,3290
"Henrico","Richmond",312,268.190275217604,7.21873875995196,0,24.7254860174437,0,11.3789692659192,55.0581186538542,1.36961207222665,0,0,0,7.500140507,9.326296732,936,25,0,86,0,961,86,142,686,17,0,0,0,0,"Henrico",1048,845,300.134499995,382.4476,494.1095,67.806699992,2883
"Henrico","Richmond",313,196.2356,0,0,0,0,0,17.4532394360516,6.88426056094845,0,0,0,10.33770699,0,536,0,0,0,0,536,0,0,208,82,0,0,0,0,"Henrico",536,290,196.2356,229.7708,311.0772,24.337499997,1330
"Henrico","Richmond",314,224.4725,0,0,0,0,0,12.8881,0,0,0,0,6.455414283,0,556,0,0,0,0,556,0,0,144,0,0,0,0,0,"Henrico",556,144,224.4725,242.9861,293.1369,12.8881,1460
"Henrico","Richmond",317,120.646129457306,2.21553493824634,0,62.9904356044479,0,38.2562826854148,1.61890627444105,21.6381110381442,0,0,0,29.049585,22.5061828,952,17,0,497,0,969,497,356,15,202,0,0,0,0,"Henrico",1467,573,185.8521,289.5411,334.2352,61.513299998,3665
"Henrico","Richmond",319,0,0,0,4.2506,0,36.38405887,3.305575873,6.873084071,50.35958119,0,0,0,0,0,0,0,78,0,0,78,357,32,67,494,0,0,0,"Henrico",78,951,4.2506,100.6429,109.6414,96.922300004,191
"Henrico","Richmond",320,97.08119726,0,0.668402745,0,0,3.38013098554113,23.4374371625402,7.60887547301492,107.506856345904,0,0,14.28252729,5.601152376,444,0,3,0,0,444,3,73,507,165,2326,0,0,0,"Henrico",447,3071,97.749600005,256.7566,294.9807,141.933299967,1107
"Henrico","Richmond",322,262.776592356314,0,0.344107661686375,0,0,28.7496047346282,1.18851951968356,0.215649323436847,31.7601264192514,0,0,105.5203058,0.055987764,811,0,1,0,0,811,1,134,6,1,148,0,0,0,"Henrico",812,288,263.120700018,422.1209,565.8247,61.913899997,2024
